symbol,date,price
제일바이오,06-27-2018,3910
제일바이오,06-28-2018,3835
제일바이오,06-29-2018,3810
제일바이오,07-02-2018,3685
제일바이오,07-03-2018,3765
제일바이오,07-04-2018,3785
제일바이오,07-05-2018,3730
제일바이오,07-06-2018,3725
제일바이오,07-09-2018,3735
제일바이오,07-10-2018,3745
제일바이오,07-11-2018,3730
제일바이오,07-12-2018,3775
제일바이오,07-13-2018,3810
제일바이오,07-16-2018,3810
제일바이오,07-17-2018,3805
제일바이오,07-18-2018,3745
제일바이오,07-19-2018,3720
제일바이오,07-20-2018,3720
제일바이오,07-23-2018,3690
제일바이오,07-24-2018,3700
제일바이오,07-25-2018,3670
제일바이오,07-26-2018,3705
제일바이오,07-27-2018,3735
제일바이오,07-30-2018,3760
제일바이오,07-31-2018,3765
제일바이오,08-01-2018,3800
제일바이오,08-02-2018,3775
제일바이오,08-03-2018,3805
제일바이오,08-06-2018,3805
제일바이오,08-07-2018,3850
제일바이오,08-08-2018,3840
제일바이오,08-09-2018,3855
제일바이오,08-10-2018,3830
제일바이오,08-13-2018,3765
제일바이오,08-14-2018,3790
제일바이오,08-16-2018,3770
제일바이오,08-17-2018,3840
제일바이오,08-20-2018,3850
제일바이오,08-21-2018,3920
제일바이오,08-22-2018,4120
제일바이오,08-23-2018,3970
제일바이오,08-24-2018,4005
제일바이오,08-27-2018,4085
제일바이오,08-28-2018,4195
제일바이오,08-29-2018,4065
제일바이오,08-30-2018,4075
제일바이오,08-31-2018,4085
제일바이오,09-03-2018,4090
제일바이오,09-04-2018,4230
제일바이오,09-05-2018,4210
제일바이오,09-06-2018,4180
제일바이오,09-07-2018,4265
제일바이오,09-10-2018,4710
제일바이오,09-11-2018,4275
제일바이오,09-12-2018,4180
제일바이오,09-13-2018,4200
제일바이오,09-14-2018,4075
제일바이오,09-17-2018,4030
제일바이오,09-18-2018,4075
제일바이오,09-19-2018,4130
제일바이오,09-20-2018,4175
제일바이오,09-21-2018,4230
제일바이오,09-27-2018,4150
제일바이오,09-28-2018,4085
제일바이오,10-01-2018,4120
제일바이오,10-02-2018,4065
제일바이오,10-04-2018,4030
제일바이오,10-05-2018,4015
제일바이오,10-08-2018,4115
제일바이오,10-10-2018,3945
제일바이오,10-11-2018,3670
제일바이오,10-12-2018,3760
제일바이오,10-15-2018,3630
제일바이오,10-16-2018,3695
제일바이오,10-17-2018,3820
제일바이오,10-18-2018,4150
제일바이오,10-19-2018,4085
제일바이오,10-22-2018,4015
제일바이오,10-23-2018,3965
제일바이오,10-24-2018,3945
제일바이오,10-25-2018,3730
제일바이오,10-26-2018,3655
제일바이오,10-29-2018,3435
제일바이오,10-30-2018,3430
제일바이오,10-31-2018,3490
제일바이오,11-01-2018,3580
제일바이오,11-02-2018,3705
제일바이오,11-05-2018,3710
제일바이오,11-06-2018,3755
제일바이오,11-07-2018,3775
제일바이오,11-08-2018,3790
제일바이오,11-09-2018,3785
제일바이오,11-12-2018,3710
제일바이오,11-13-2018,3770
제일바이오,11-14-2018,3885
제일바이오,11-15-2018,3870
제일바이오,11-16-2018,3970
제일바이오,11-19-2018,3995
제일바이오,11-20-2018,3980
제일바이오,11-21-2018,4030
제일바이오,11-22-2018,3950
제일바이오,11-23-2018,3995
제일바이오,11-26-2018,4025
제일바이오,11-27-2018,4030
제일바이오,11-28-2018,4040
제일바이오,11-29-2018,4060
제일바이오,11-30-2018,4040
제일바이오,12-03-2018,4080
제일바이오,12-04-2018,4055
제일바이오,12-05-2018,4080
제일바이오,12-06-2018,4050
제일바이오,12-07-2018,4150
제일바이오,12-10-2018,4105
제일바이오,12-11-2018,3885
제일바이오,12-12-2018,3920
